0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.0003,0.0,-0.0002,0.001,-0.001
0.0003,0.0013,0.0001,-0.0007,0.0039,-0.004
0.0007,0.003,0.0002,-0.0017,0.0088,-0.009
0.0012,0.0053,0.0004,-0.003,0.0156,-0.016
0.0019,0.0083,0.0007,-0.0046,0.0244,-0.025
0.0028,0.012,0.001,-0.0067,0.0352,-0.036
0.0038,0.0163,0.0013,-0.0091,0.0479,-0.049
0.0049,0.0213,0.0017,-0.0118,0.0626,-0.064
0.0062,0.0269,0.0022,-0.015,0.0792,-0.081
0.0077,0.0333,0.0027,-0.0185,0.0978,-0.1
0.0093,0.0402,0.0033,-0.0223,0.1182,-0.1209
0.011,0.0474,0.0038,-0.0263,0.1392,-0.1423
0.0126,0.0545,0.0044,-0.0303,0.1601,-0.1638
0.0143,0.0616,0.005,-0.0342,0.181,-0.1852
0.0159,0.0687,0.0056,-0.0382,0.202,-0.2066
0.0176,0.0759,0.0062,-0.0421,0.2229,-0.228
0.0192,0.083,0.0067,-0.0461,0.2439,-0.2495
0.0209,0.0901,0.0073,-0.05,0.2648,-0.2709
0.0225,0.0972,0.0079,-0.054,0.2858,-0.2923
0.0242,0.1044,0.0085,-0.058,0.3067,-0.3137
0.0258,0.1115,0.0091,-0.0619,0.3277,-0.3351
0.0275,0.1186,0.0096,-0.0659,0.3486,-0.3566
0.0291,0.1258,0.0102,-0.0698,0.3695,-0.378
0.0307,0.1329,0.0108,-0.0738,0.3905,-0.3994
0.0324,0.14,0.0114,-0.0777,0.4114,-0.4208
0.034,0.1471,0.0119,-0.0817,0.4324,-0.4423
0.0357,0.1543,0.0125,-0.0857,0.4533,-0.4637
0.0373,0.1614,0.0131,-0.0896,0.4743,-0.4851
0.039,0.1685,0.0137,-0.0936,0.4952,-0.5065
0.0406,0.1757,0.0143,-0.0975,0.5161,-0.528
0.0423,0.1828,0.0148,-0.1015,0.5371,-0.5494
0.0439,0.1899,0.0154,-0.1055,0.558,-0.5708
0.0456,0.197,0.016,-0.1094,0.579,-0.5922
0.0472,0.2042,0.0166,-0.1134,0.5999,-0.6137
0.0489,0.2113,0.0171,-0.1173,0.6209,-0.6351
0.0505,0.2184,0.0177,-0.1213,0.6418,-0.6565
0.0522,0.2255,0.0183,-0.1252,0.6628,-0.6779
0.0538,0.2327,0.0189,-0.1292,0.6837,-0.6993
0.0555,0.2398,0.0195,-0.1332,0.7046,-0.7208
0.0571,0.2469,0.02,-0.1371,0.7256,-0.7422
0.0588,0.2541,0.0206,-0.1411,0.7465,-0.7636
0.0604,0.2612,0.0212,-0.145,0.7675,-0.785
0.0621,0.2683,0.0218,-0.149,0.7884,-0.8065
0.0637,0.2754,0.0224,-0.1529,0.8094,-0.8279
0.0654,0.2826,0.0229,-0.1569,0.8303,-0.8493
0.067,0.2897,0.0235,-0.1609,0.8513,-0.8707
0.0687,0.2968,0.0241,-0.1648,0.8722,-0.8922
0.0703,0.3039,0.0247,-0.1688,0.8931,-0.9136
0.072,0.3111,0.0252,-0.1727,0.9141,-0.935
0.0736,0.3182,0.0258,-0.1767,0.935,-0.9564
0.0753,0.3253,0.0264,-0.1807,0.956,-0.9778
0.0769,0.3325,0.027,-0.1846,0.9769,-0.9993
0.0786,0.3396,0.0276,-0.1886,0.9979,-1.0207
0.0802,0.3467,0.0281,-0.1925,1.0188,-1.0421
0.0819,0.3538,0.0287,-0.1965,1.0397,-1.0635
0.0835,0.361,0.0293,-0.2004,1.0607,-1.085
0.0852,0.3681,0.0299,-0.2044,1.0816,-1.1064
0.0868,0.3752,0.0305,-0.2084,1.1026,-1.1278
0.0885,0.3823,0.031,-0.2123,1.1235,-1.1492
0.0901,0.3895,0.0316,-0.2163,1.1445,-1.1707
0.0918,0.3966,0.0322,-0.2202,1.1654,-1.1921
0.0934,0.4037,0.0328,-0.2242,1.1864,-1.2135
0.0951,0.4109,0.0333,-0.2281,1.2073,-1.2349
0.0967,0.418,0.0339,-0.2321,1.2282,-1.2563
0.0984,0.4251,0.0345,-0.2361,1.2492,-1.2778
0.1,0.4322,0.0351,-0.24,1.2701,-1.2992
0.1017,0.4394,0.0357,-0.244,1.2911,-1.3206
0.1033,0.4465,0.0362,-0.2479,1.312,-1.342
0.105,0.4536,0.0368,-0.2519,1.333,-1.3635
0.1066,0.4607,0.0374,-0.2559,1.3539,-1.3849
0.1083,0.4679,0.038,-0.2598,1.3749,-1.4063
0.1099,0.475,0.0386,-0.2638,1.3958,-1.4277
0.1116,0.4821,0.0391,-0.2677,1.4167,-1.4492
0.1132,0.4893,0.0397,-0.2717,1.4377,-1.4706
0.1149,0.4964,0.0403,-0.2756,1.4586,-1.492
0.1165,0.5035,0.0409,-0.2796,1.4796,-1.5134
0.1182,0.5106,0.0414,-0.2836,1.5005,-1.5348
0.1198,0.5178,0.042,-0.2875,1.5215,-1.5563
0.1215,0.5249,0.0426,-0.2915,1.5424,-1.5777
0.1231,0.532,0.0432,-0.2954,1.5633,-1.5991
0.1248,0.5391,0.0438,-0.2994,1.5843,-1.6205
0.1264,0.5463,0.0443,-0.3033,1.6052,-1.642
0.1281,0.5534,0.0449,-0.3073,1.6262,-1.6634
0.1297,0.5605,0.0455,-0.3113,1.6471,-1.6848
0.1314,0.5677,0.0461,-0.3152,1.6681,-1.7062
0.133,0.5748,0.0467,-0.3192,1.689,-1.7277
0.1347,0.5819,0.0472,-0.3231,1.71,-1.7491
0.1363,0.589,0.0478,-0.3271,1.7309,-1.7705
0.1379,0.596,0.0484,-0.331,1.7515,-1.7916
0.1394,0.6024,0.0489,-0.3345,1.7703,-1.8108
0.1407,0.6082,0.0494,-0.3377,1.7871,-1.828
0.1419,0.6132,0.0498,-0.3405,1.802,-1.8432
0.1429,0.6176,0.0501,-0.343,1.8149,-1.8564
0.1438,0.6214,0.0504,-0.345,1.8259,-1.8676
0.1445,0.6244,0.0507,-0.3467,1.8349,-1.8768
0.145,0.6268,0.0509,-0.3481,1.8419,-1.8841
0.1454,0.6286,0.051,-0.349,1.847,-1.8893
0.1457,0.6296,0.0511,-0.3496,1.8501,-1.8925
0.1458,0.63,0.0511,-0.3499,1.8513,-1.8937
0.1458,0.63,0.0511,-0.3499,1.8513,-1.8937
0.1458,0.63,0.0511,-0.3499,1.8513,-1.8937
0.1461,0.6293,0.0521,-0.3509,1.8505,-1.8944
0.1472,0.6272,0.0548,-0.3539,1.848,-1.8965
0.1489,0.6236,0.0595,-0.3589,1.8437,-1.8999
0.1514,0.6186,0.066,-0.3659,1.8378,-1.9048
0.1545,0.6122,0.0743,-0.3749,1.8302,-1.911
0.1583,0.6044,0.0845,-0.3859,1.8209,-1.9186
0.1629,0.5951,0.0966,-0.3989,1.8099,-1.9276
0.1681,0.5844,0.1105,-0.4139,1.7972,-1.9379
0.174,0.5723,0.1263,-0.4309,1.7829,-1.9497
0.1806,0.5588,0.1439,-0.4499,1.7668,-1.9628
0.1879,0.5439,0.1634,-0.4709,1.7491,-1.9773
0.1959,0.5275,0.1847,-0.4939,1.7296,-1.9932
0.2044,0.5101,0.2073,-0.5183,1.709,-2.0101
0.213,0.4927,0.23,-0.5427,1.6883,-2.027
0.2215,0.4752,0.2527,-0.5672,1.6676,-2.0439
0.23,0.4578,0.2754,-0.5917,1.647,-2.0608
0.2385,0.4404,0.2981,-0.6161,1.6263,-2.0778
0.247,0.423,0.3208,-0.6406,1.6056,-2.0947
0.2555,0.4055,0.3435,-0.6651,1.5849,-2.1116
0.2641,0.3881,0.3662,-0.6895,1.5642,-2.1285
0.2726,0.3707,0.3889,-0.714,1.5436,-2.1454
0.2811,0.3533,0.4115,-0.7384,1.5229,-2.1623
0.2896,0.3359,0.4342,-0.7629,1.5022,-2.1792
0.2981,0.3185,0.4569,-0.7873,1.4816,-2.1961
0.3061,0.3021,0.4783,-0.8104,1.4621,-2.212
0.3135,0.2871,0.4978,-0.8314,1.4443,-2.2266
0.3201,0.2735,0.5154,-0.8505,1.4282,-2.2397
0.326,0.2614,0.5312,-0.8675,1.4138,-2.2515
0.3313,0.2506,0.5452,-0.8826,1.4011,-2.2619
0.3358,0.2414,0.5573,-0.8956,1.39,-2.2709
0.3397,0.2335,0.5675,-0.9066,1.3807,-2.2786
0.3428,0.227,0.5759,-0.9157,1.3731,-2.2848
0.3453,0.222,0.5825,-0.9227,1.3671,-2.2897
0.347,0.2184,0.5871,-0.9278,1.3628,-2.2932
0.3481,0.2163,0.59,-0.9308,1.3603,-2.2953
0.3485,0.2155,0.5909,-0.9319,1.3594,-2.296
0.3485,0.2155,0.5909,-0.9319,1.3594,-2.296
0.3485,0.2155,0.5909,-0.9319,1.3594,-2.296
0.3483,0.2147,0.5917,-0.9328,1.3584,-2.2965
0.3479,0.2121,0.5941,-0.9356,1.3554,-2.2977
0.3473,0.2077,0.5981,-0.9403,1.3504,-2.2999
0.3464,0.2017,0.6037,-0.9469,1.3434,-2.3029
0.3452,0.1939,0.6109,-0.9554,1.3344,-2.3068
0.3438,0.1844,0.6197,-0.9658,1.3234,-2.3116
0.3421,0.1731,0.6301,-0.978,1.3104,-2.3172
0.3402,0.1602,0.6421,-0.9922,1.2954,-2.3237
0.338,0.1455,0.6557,-1.0082,1.2784,-2.331
0.3355,0.129,0.6709,-1.0261,1.2594,-2.3392
0.3329,0.1111,0.6875,-1.0456,1.2387,-2.3482
0.3301,0.093,0.7043,-1.0654,1.2177,-2.3572
0.3274,0.0749,0.721,-1.0851,1.1968,-2.3663
0.3247,0.0568,0.7378,-1.1049,1.1758,-2.3753
0.322,0.0387,0.7545,-1.1246,1.1549,-2.3843
0.3193,0.0206,0.7713,-1.1443,1.1339,-2.3934
0.3166,0.0025,0.788,-1.1641,1.113,-2.4024
0.3139,-0.0157,0.8048,-1.1838,1.0921,-2.4115
0.3112,-0.0338,0.8216,-1.2036,1.0711,-2.4205
0.3085,-0.0519,0.8383,-1.2233,1.0502,-2.4296
0.3058,-0.07,0.8551,-1.243,1.0292,-2.4386
0.3031,-0.0881,0.8718,-1.2628,1.0083,-2.4477
0.3004,-0.1062,0.8886,-1.2825,0.9873,-2.4567
0.2977,-0.1243,0.9053,-1.3023,0.9664,-2.4658
0.295,-0.1424,0.9221,-1.322,0.9455,-2.4748
0.2922,-0.1606,0.9388,-1.3417,0.9245,-2.4839
0.2895,-0.1787,0.9556,-1.3615,0.9036,-2.4929
0.2868,-0.1968,0.9724,-1.3812,0.8826,-2.5019
0.2841,-0.2149,0.9891,-1.4009,0.8617,-2.511
0.2814,-0.233,1.0059,-1.4207,0.8407,-2.52
0.2787,-0.2511,1.0226,-1.4404,0.8198,-2.5291
0.276,-0.2692,1.0394,-1.4602,0.7988,-2.5381
0.2733,-0.2873,1.0561,-1.4799,0.7779,-2.5472
0.2706,-0.3055,1.0729,-1.4996,0.757,-2.5562
0.2679,-0.3235,1.0896,-1.5194,0.736,-2.5653
0.2654,-0.3405,1.1053,-1.5378,0.7165,-2.5737
0.2631,-0.3557,1.1194,-1.5544,0.6989,-2.5813
0.2611,-0.3692,1.1318,-1.5691,0.6833,-2.588
0.2593,-0.3809,1.1427,-1.5819,0.6697,-2.5939
0.2578,-0.3909,1.152,-1.5928,0.6581,-2.5989
0.2566,-0.3992,1.1596,-1.6018,0.6485,-2.6031
0.2556,-0.4058,1.1657,-1.609,0.6409,-2.6063
0.2549,-0.4106,1.1702,-1.6143,0.6353,-2.6087
0.2544,-0.4137,1.173,-1.6176,0.6318,-2.6103
0.2542,-0.4151,1.1743,-1.6191,0.6302,-2.611
0.2542,-0.4152,1.1744,-1.6192,0.6301,-2.611
0.2542,-0.4152,1.1744,-1.6192,0.6301,-2.611
0.2538,-0.4151,1.1743,-1.6194,0.6291,-2.6117
0.2526,-0.4149,1.1741,-1.6198,0.6261,-2.6138
0.2506,-0.4146,1.1737,-1.6206,0.6211,-2.6172
0.2478,-0.4142,1.1731,-1.6217,0.6141,-2.622
0.2442,-0.4137,1.1724,-1.6231,0.6051,-2.6282
0.2398,-0.413,1.1716,-1.6248,0.5941,-2.6358
0.2346,-0.4122,1.1706,-1.6268,0.5811,-2.6447
0.2286,-0.4113,1.1694,-1.6291,0.5661,-2.655
0.2217,-0.4103,1.1681,-1.6317,0.5491,-2.6667
0.2141,-0.4091,1.1666,-1.6346,0.5301,-2.6798
0.2058,-0.4078,1.165,-1.6378,0.5094,-2.694
0.1974,-0.4066,1.1633,-1.641,0.4884,-2.7084
0.1891,-0.4053,1.1617,-1.6443,0.4675,-2.7228
0.1807,-0.404,1.1601,-1.6475,0.4465,-2.7373
0.1723,-0.4028,1.1584,-1.6507,0.4256,-2.7517
0.1639,-0.4015,1.1568,-1.654,0.4046,-2.7661
0.1555,-0.4002,1.1552,-1.6572,0.3837,-2.7805
0.1471,-0.3989,1.1535,-1.6604,0.3628,-2.7949
0.1387,-0.3977,1.1519,-1.6636,0.3418,-2.8093
0.1303,-0.3964,1.1503,-1.6669,0.3209,-2.8237
0.1219,-0.3951,1.1486,-1.6701,0.2999,-2.8381
0.1136,-0.3939,1.147,-1.6733,0.279,-2.8525
0.1052,-0.3926,1.1454,-1.6765,0.258,-2.8669
0.0968,-0.3913,1.1437,-1.6798,0.2371,-2.8813
0.0884,-0.39,1.1421,-1.683,0.2161,-2.8957
0.08,-0.3888,1.1405,-1.6862,0.1952,-2.9101
0.0716,-0.3875,1.1388,-1.6894,0.1743,-2.9245
0.0632,-0.3862,1.1372,-1.6927,0.1533,-2.9389
0.0548,-0.385,1.1356,-1.6959,0.1324,-2.9533
0.0464,-0.3837,1.1339,-1.6991,0.1114,-2.9677
0.038,-0.3824,1.1323,-1.7024,0.0905,-2.9821
0.0297,-0.3811,1.1307,-1.7056,0.0695,-2.9965
0.0213,-0.3799,1.129,-1.7088,0.0486,-3.0109
0.0129,-0.3786,1.1274,-1.712,0.0276,-3.0253
0.0045,-0.3773,1.1258,-1.7153,0.0067,-3.0397
