1.2347,0.0287,0.7981,0.7312,0.4439,0.518
1.2406,-0.0287,0.7986,0.6836,-0.357,0.6366
1.2055,-0.0558,0.7937,0.0925,-0.8369,0.5395
1.1621,-0.0352,0.797,-0.6114,-0.4811,0.6284
1.2,-0.0034,0.8231,-0.0,-0.0438,0.999
1.164,0.0251,0.7994,-0.7338,0.4197,0.5342
1.1989,0.0559,0.7941,-0.0114,0.8307,0.5565
